id,name,sku,storage_unit,ingredient_unit,storage_to_ingredient_factor,cost,minimum_level,par_level,maximum_level,category_reference,barcode,name_localized
955471fd-f76a-4790-bd5b-e2774f4ac761,".Montana Sparkling Water375ml",Sw-0020,بوكس,حبة,20,95.65,,,,wat,,"مياه مونتانا فواره 375 ملي."
955465d8-e400-4e11-a92c-878943fc8ff3,"Brown sugar",Op-0420,"كيلو جرام",جرام,1000,70,,,,,,"سكر بني"
95546462-3251-4011-971a-037b9cb971bd,"white sugar",Op-0419,كرتون,حبة,1000,30.4348,,,,,,"سكر ابيض"
9554622d-36b7-48c7-9b32-411a617b7366,"Brown Sugar packs",Op-0418,بوكس,حبة,1000,74.9988,,,,,,"عبوات سكر بني"
9552d6a8-835f-47a2-8d7e-51d2673418f8,"strawberry syrup",Op-0414,لتر,جرام,1000,47.39,,,,,,"سيراب الفراولة"
9552d540-ec3d-42d9-9ec1-b27dde227f42,"pure syrap",Op-0413,لتر,جرام,1000,47.39,,,,,,"سيراب سكر القصب"
9552d211-ed54-45df-aa4c-be37665e767f,"caramel syrap",Op-0412,كيلو,جرام,1000,52.5,,,,,,"سيراب كراميل"
9552cb7e-c967-44ad-abb7-35d620acec19,"Vanilla syrup",OP-0410,لتر,جرام,1000,39.13,,,,,,"سيرب الفانيلا"
9552c9c9-030b-4b18-a790-d6e218e3bc51,"peach syrup",OP-0409,لتر,جرام,1000,47.39,,,,,,"سيراب خوخ"
955250a6-60ea-43e7-94c1-f49cbb48abd2,KOKE,sk-0467,كيس,كيس,1,10.605,,,,rb,,كوكي
953a8362-4017-498e-ad7f-caa5815ee1b3,".Hario V60 Dripper Ceramic",rb-1009,قطعه,قطعه,1,20,,,,pm,,
953a81b2-ac8f-4a0c-bd90-8a63133004d1,".Hario V60 Dripper Clear",rb-1008,حبه,حبه,1,20,,,,om,,
953a8030-1c7c-412a-92a1-e6d28f13aec1,".Hario V60 Filter",rb-1007,شدة,حبة,100,11.6,,,,om,,
953a7e4e-b7b0-44c0-a639-4d7e2141d001,".Hario V60 Range 360ml",rb-1006,حبة,حبة,1,51,,,,pm,,
953a7b87-2f42-4037-8a2e-8444346da95b,".Hario V60 Range 600ml",rb-1005,حبه,حبة,1,61,,,,pm,,
953a79fc-1c5c-4fdb-a3a1-e4d4c4225598,"Sudan Rume 250 g",rb-1004,كيس,كيس,1,75.075,,,,rb,,"سودان روم 250 g"
953a7842-992f-4c91-806c-a4735fea41c5,".Chemex 6 cups filter",rb-1003,علبة,فلتر,100,32,,,,con,,"فلتر ورقي 6 كوب"
953a6ce9-bf39-4d14-b419-1ea82f3dea5d,".Chemex Classic 6-Cups",rb-1002,كرتون,حبة,6,877.5,,,,pm,,"فلتر كميكس 6 اكواب."
953a5bcc-2b59-4c54-83e9-d6a2fc9d92f5,".NOVA Sparkling 250",SW-0018,بوكس,حبة,24,50,,,,wat,,".نوفا غازية 250"
953a58f1-577c-4d48-884d-a27a1fa4856c,.CUP,SW-0017,قطعه,قطعه,1,,,,,,,"كوب سيراميك"
953a56aa-d910-4025-a1d2-0648dcd983d2,".Chemex 3cup",SW-0016,كرتون,حبة,12,136,,,,pm,,"فلتر كميكس 3 كوب"
953a5496-fbbd-4eed-90ff-7261aac368d6,".Chemex 3 cup paper filter",SW-0015,علبة,حبة,100,31.5,,,,pm,,"فلتر كميكس 3 اكواب ورقي"
953a4ff1-e6da-4fdf-a3de-6586a922067e,". COSTA RICA 1KG",SW-0014,كيس,كيس,1,11.1,,,,rb,,كوستاريكا
953a2f0d-1be5-4dfb-8e33-187c8e64e45e,".Blueberry Muffin",SW-0012,قطعه,قطعه,1,4.25,,,,,,"مافن التوت الازرق"
953a2bd3-acf3-49f2-a0e1-39bff0c2441f,".Chocolate Muffin",SW-0011,قطعه,قطعه,1,4,,,,,,"مافين الشوكالاتة"
953a2842-f230-4823-b8a5-69b4cbe52083,".Sandwich Tuna",SW-0010,قطعه,قطعه,1,9.54,,,,bap,,"ساندوتش تونة"
953a0f7f-e4a7-44e9-a2c4-0dd9d8c02a9b,".Sandwich Turkey",SW-0009,قطعه,قطعه,1,11,,,,bap,,"ساندوتش ديك رومي"
9538c4f9-b4b0-4f88-a27d-b7b03e3a6e5c,".Sandwich Halloumi",sw-0006,قطعة,قطعة,1,8,,,,bap,,"ساندوتش حلومي"
9536a743-f774-4faf-85ce-be8fe386c53f,"PHD Protein",sk-0461,قطعة,قطعة,1,3.75,,,,,,"كيك بروتين"
953495c4-8e10-47ec-a3a8-ccbe01b7aaae,"PHD Protein 3",sw-0013,حبة,حبة,1,,,,,,,"بروتين كيك 3"
942a8cda-eb38-444e-9d5a-eeebd3cc41c3,"Mojito syrap",Op-0411,لتر,جرام,1000,39.13,,,,pm,,"سيراب موهيتو"
940c4fd4-065e-4eac-84da-29229d17c87d,"GREEN TEA CURLS شاى اخضر",OP-0408,علبة,كيس,500,260,,,,pm,,"شاى اخضر النزهه والحبيب"
940c4f60-3393-41c5-af63-dfdfac6fd228,"ASSAM شاى اسود",OP-0407,كيلو,جرام,1000,,,,,,,"شاى النزهه"
940c4c65-7505-4c97-8818-f2f95f82fc91,"Breakfast elixer شاى",OP-0254,كرتون,كيس,500,260,,,,pm,,
9400d884-71f8-402e-931f-162b3d57224a,"ML250 Sparkling Water مياه غازى",wat-004,كرتون,حبة,24,90,,1.00000,,wat,,"مياه فوارة 250م"
9400cb33-1ef2-448d-bef9-3add6d12f20f,"Acqua Panna Water 750ML",wat-002,بوكس,زجاجة,12,79,,,,wat,,"مياه اكوابانا 750م"
93ea6dfc-b76c-43ae-b7e6-df207373f622,"طحينية  Tahina",OP-0399,علبة,جرام,250,7,,,,pm,,
93ea6c61-15d3-4a9b-a952-b75c7c8be563,Dates,OP-0398,كرتون,جرام,3000,62,,1.00000,,pm,,"تمر سكري"
93ea5190-222e-44e9-9e6f-4941296368ef,"Chocolate Boat",HAN-004,قطعة,قطعة,1,7,,,,,,"شوكلت بوت"
93ea5142-8cf1-469f-9a72-f8c6a95b9784,"Lamington Cake",HAN-003,قطعة,قطعة,1,7,,,,,,"تارت جوز الهند"
93ea50d6-3401-4d1b-b8e4-666b144ec846,"Cream Burlee",HAN-002,قطعة,قطعة,1,7,,,,,,"كريم بورلية"
93ea5063-f627-4230-9314-2a89de22d594,"Coffee Cake",HAN-001,قطعة,قطعة,1,,,,,,,"كعك القهوة"
93ea42e5-24c5-4e97-80e2-9afe1543ad2c,"Marble Cake BB",CAK-005,قطعة,قطعة,1,6,,,,,,"ماربل كيك"
93ea429a-31be-4dea-90d8-08c9470bf461,"English Lemon Cake BB",CAK-004,قطعة,قطعة,1,6,,,,,,"كيك الليمون الانجليزي"
93ea3794-8092-43ff-8255-267baedd7e3e,"Pecan Tart AQ",SW-017,قطعة,قطعة,1,11,,,,,,"تارت البيكان"
93ea352c-3def-4ff3-85d1-84cd1d349850,"Brownies HB",SW-009,قطعة,قطعة,1,3.5,,,,,,"كيك براونيز"
93ea34d2-895d-41c3-9294-d134d228a920,"Chocolate Peanut Cake CS",SW-008,قطعة,قطعة,1,8.75,,,,,,"كيك الفول السوداني بالشوكولاتة"
93ea33fd-16b8-4140-aae8-ce167a8b03c0,"Saffron Cake AQ",SW-005,قطعة,قطعة,1,11,,,,,,"كيكة الحليب (زعفران)"
93ea32d0-9144-455e-a46b-a2a9cf08c4bd,"Honey Cake AQ",SW-003,قطعة,قطعة,1,13,,,,,,"كيكة العسل"
93ea3257-60da-41be-aa0e-50d26290412c,"Dates Pudding AQ",SW-002,قطعة,قطعة,1,6.8,,1.00000,,,,"بودنج التمر"
93ea31e7-27cf-4ad5-b232-8123c1399b82,"Souffle AQ",SW-001,قطعة,قطعة,1,5.26,,1.00000,,,,سوفلية
93ea2ccf-b354-4833-8e9c-83082622aeff,"Choco Roll HB",BAK-006,قطعة,قطعة,1,4.5,,,,bap,,"رول الشوكولاته"
93ea2c6e-28c8-48f1-8746-8f8b7ce37e9d,"Zaatar Croissant HB",BAK-005,قطعة,قطعة,1,4.25,,,,bap,,"كروسان الزعتر"
93ea2be8-774c-449c-a2e8-2777e34c04dc,"Plain Croissant HB",BAK-004,قطعة,قطعة,1,6.52,,,,bap,,"كرواسون سادة"
93ea2b7e-4ea7-45e1-949a-b55465df3b37,"Cheddar Roll HB",BAK-003,قطعه,قطعه,1,5.5,,,,bap,,"رول التشيدر"
93ea2ae6-d5ef-4ec1-a70b-fa7519c632b5,"Cheese Croissant HB",BAK-002,قطعة,قطعة,1,7.39,,,,bap,,"كروسان الجبن"
93ea2a26-e0f8-4338-b0f7-b365b356a071,"Halloumi Roll",BKA-001,قطعة,قطعة,1,5.75,,,,bap,,"رول الحلومي"
93cc3dc4-90ff-4a4a-aeb8-59274b2ace1d,"قوارير زجاج glass bottle",OP-0367,كرتونة,حبة,10,,,,,,,
93ca1a02-3b46-4862-adf4-ef1114a46049,"اكواب بلاستيك",OP-0297,رابطه,كوب,50,,,,,pm,,"Takeaway Iced Cups"
93c893d5-6178-4a30-bc06-f500f5a04d04,"Cup 16Oz",OP-0299,كرتون,كوب,500,,,,,pm,,"كوب كبير"
93c87075-ec82-4b33-9b2a-34f20aa759d4,"Whipping cream كريمة الخفق",OP-0366,لتر,جرام,1000,20,,,,pm,,كريمة
93c84e01-5f95-4d0e-a2fa-5e2fad880cfe,"NOVEMER BLEND محمص",RB-0378,كيس,كيس,1,8.36,,,,rb,,"نوفمبر بلند"
93c67653-0fec-4fda-a711-0ba9229c6d81,"morocan tea شاى مغربى",OP-0365,علبة,كيس,50,30.44,,,,pm,,
93c66051-9c02-45a6-9d57-85503d9c2d61,"arbic coffe قهوه عربى",OP-0364,كيلو,جرام,1000,40,,,,pm,,"قهوه عربى"
93c08e2d-ce07-4c74-9370-d76ba2e77888,"Arabian night tea",OP-0361,كيلو,جرام,1000,300,,,,pm,,
93c088f6-8f0a-4dd7-8b27-5b82af783e4b,"ICE CREAM Vanilla",OP-0360,عبوة,جرام,1000,22.55,,,,pm,,"ايس كريم فانيلا"
93c07d00-12dc-4fe3-bcc2-14c246ad4cd2,"dark caramel sauce",Op-0416,حبة,جرام,2000,95,,,,pm,,"صوص كراميل غامق"
93c075e1-1c3e-4136-a175-af7d36075f95,"CARDAMON هيل",OP-0358,كليو,جرام,1000,107.5,,,,pm,,
93c0753c-bfad-4d51-b0c0-ee6d79c0c2b1,"white chocolat sauce",Op-0415,علبة,جرام,2000,90,,,,pm,,"صوص شيكولاه ابيض"
93c073fb-2253-4e15-a130-24975c10b88f,"Dark chocolate sauce",Op-0417,حبة,جرام,2000,90,,,,pm,,"صوص شيكولاة غامق"
93c0737f-4430-484d-a51b-1a7f015b6392,"NESTLAE نيستل",OP-0355,علبة,جرام,395,5.25,12.00000,,,pm,,"حليب نيستل"
93c06b2a-8f22-45bd-bef9-0f66a292ab8c,"Turkish Coffee",OP-0354,كيس,جرام,1000,65,,,,pm,,"قهوه تركى"
93c06390-8c8a-464b-91c7-be61af9b7f12,MILK,OP-0353,لتر,ملى,1000,4.789,,,,pm,,حليب
938824ea-a22d-4c44-aa85-a23d6f84c72d,"Cup 8Oz",OP-0298,كوب,كوب,1,0.71,1.00000,1.00000,2.00000,pm,,"كوب صغير"
